Crash_ID,Damaged_Property
15510256,CONCRETE BARRIER
15510382,GUARD RAIL
15510445,STOP SIGN/$25.00 DAMAGE
15510454,ELECTRICAL LIGHT POLE
15510628,WIRE BARRIER
15510632,TENSION WIRE BARRIER
15511395,SMALL BUSHES
15511448,GATE / CHAIN LINK FENCE / POLE
15511690,1 WAY SIGN POST
15512033,CHAIN LINK FENCE
15512146,ELECTRIC POLE
15512304,METAL FENCE
15512304,(2) BUSHES / ROCK LANDSCAPE DAMAGE
15512309,STOP SIGN/ONE WAY COMBO  SIGN - BENT
15512429,CHAIN LINK FENCE
15512434,50' GUARD RAIL DAMAGE
15512436,40' OF CHAIN LINK FENSE
15512473,ELECTRIC POLE
15512565,4 TRAFFIC SIGNS
15512565,2 YELLOW GATES
15513487,BACK YARD ROCK WALL TO 4130 CHESTER
15513592,CHAIN LINK FENCE
15513592,TENSION WIRE
15513718,WOODEN FENCE POST
15513719,POLE
15513752,LUMINAIRE
15513906,FIRE HYDRANT
15513906,STREET SIGN
15513910,WATER SPRINKLER SYSTEM
15514438,ROCK WALL FENCE
15514522,ROCK WALL
15514750,DOG INJURED
15514884,MEDIAN ROCK WALL
15514941,STREET SIGN KNOCKED DOWN
15514996,LANDSCAPING
15514996,ROCK WALL
15515115,TRAFFIC SIGNAL POLE
15515303,UTILITY POLE
15515398,WALL
15515533,DAMAGE FENCE
15515571,PLASTIC YELLOW CONSTRUCTION BARRIER
15515621,ROCK WALL
15515675,LINK FENCE
15515686,DESTROYED SUN METRO BUS STOP BENCH
15515701,LIGHT POLE
15515704,PALM TREE
15515777,DIRECTIONAL POLE AND SIGN
15515779,FIRE HYDRANT
15515959,CONCRETE BARRIERS  HAD BROKEN PIECES
15515975,CEMENT BARRIER
15515998,ELECTRIC POLE
15516155,SHATTERED WINDOWS/FRAME DAMAGE
15516156,ROCK WALL APPX. $300.00 DAMAGE
15516250,CHAIN LINK FENCE
15516810,POLES AND ELECTRIC BOX
15516810,UNDERGROUND WIRE BOX
15516986,WALL/ $100.00 DAMAGE
15517566,GUARD RAIL
15517700,CHAIN LINKED FENCE
15517723,KNOCKED DOWN NO PARKING SIGN
15517723,ELECTRIC POLE  /POWER LINES
15517766,GAS PIPE LINE
15517872,DAMAGE TO PALM TREE
15517876,LIGHT POLE
15517942,ANCHOR SECTION POST
15518369,20' OF RAIL GUARD
15518840,LANDSCAPING
15518861,CHAIN LINK FENCE
15519455,FRONT ROCK WALL LANDSCAPING
15519803,ROD IRON GATE
15519803,CHAIN LINK GATE
15519989,TRASH BIN
15520136,DAMAGE TO SIDE WALL
15520137,LANDSCAPE
15520214,FENCE
15520631,LAMP POST
15520631,BUS STOP
15521345,DAMAGE TO RIGHT SIDE OF ENTRANCE
15521401,STREET SIGN
15521479,PEDESTRIAN SIGNAL LIGHT
15521511,CABLE / POST RAILING SYSTEM
15522114,35' STANDARD LIGHT POLE
15522121,CROSS WALK SIGNAL
15522211,GUARD RAIL
15522262,PALM TREE
15522262,CHAIN LINK FENCE
15522264,FIRE HYDRANT
15522265,CHAIN FENCE
15522265,ROCK WALL
15522663,ROCK WALL
15522834,ROCK WALL
15522834,IRON FENCE
15522847,LINE POST CABLE BARRIER SYSTEM
15522851,LINE POST ON CABLE BARRIER SYSTEM
15522914,GUARDRAIL
15522915,BROWN POLE
15522915,STREET POLE W/SIGN CAMINO BARRIAL
15523001,SUN METRO BUS STOP
15523001,TELEPHONE BOX
15523001,GATE AND SIGN
15523182,TURN ONLY STREET SIGN
15523182,CROSSWALK SIGNAL LIGHT
15523475,ROCK WALL CRUMBLED
15524668,30 FOOT LIGHT POLE
15525268,RESIDENCE (ROCK WALL)
15525404,GUARDRAIL DAMAGE
15525444,BACKFLOW KNOCKED OVER/BROKEN
15525581,TREE/LANDSCAPING
15526054,CHAIN LINK FENCE
15526206,GUARDRAIL AND WOODEN PILLARS
15526208,GUARDRAIL POSTS
15526668,PILLAR
15526735,GUARD RAIL
15526737,LIGHT POLE
15526744,LIGHT POLE
15526746,30 FEET OF GUARDRAIL
15526748,TRAFFIC CONTROL SIGNAL LIGHT
15526748,STREET LIGHT
15526768,TXDOT HIGH TENSION CABLE
15526956,TURN LIGHT POLE ON MEDIAN
15527200,"""LEFT LANE CLOSED"" SIGN"
15528243,LIGHT POLE BROKEN
15528262,MAILBOX
15528262,"MAILBOX, ELECTRIC BOX"
15528262,"2 METAL STREET POLES, MAILBOX"
15528900,HOLE IN WALL
15529132,ROCK WALL
15529442,SCHOOL ZONE SPEED LIMIT SIGN
15530593,ROCK WALL
15530962,OUTER FENCE
15531318,ANCHOR POST
15531386,LANDSCAPING
15531390,ROCK WALL SURROUNDING PROPERTY
15531390,"MONDALE PINE 16 FT TALL,"
15531390,LANDSCAPING SPRINKLER SYSTEM
15531916,ELECTRIC POLE
15531927,CHAINLINK FENCE TORN DOWN
15532056,30 FT GUARD RAIL
15532059,MAILVBOX
15532606,WOOD UTILITY POLE
15532609,CORNER STRUCTURE DAMAGE/$800
15532780,CHAIN LINK FENCE 20FT.
15533236,DAMAGE TO TRESS
15534250,ROCK WALL & WROUGHT IRON FENCE
15534250,ARTIFICIAL LAWN & LANDSCAPING
15534257,DAMAGED WROUGHT IRON GATE AND WALL $3000
15535061,DAMAGED SCHOOL STREET CROSSING SIGN
15535229,LANDSCAPING
15535775,SIDE OF BUILDING & MAILBOX
15535808,PALM TREE
15535812,TENSION WIRES
15535813,LANDSCAPING
15535826,CINDER BLOCK FENCE
15535897,DESTROYED CHAIN LINK FENCE
15536797,CHAIN LINK FENCE
15536928,IRON FENCE 2 FT TALL
15536969,STREET SIGN
15536969,50FT CHAIN LINK FENCE
15537102,METAL FENCE
15537122,20 FT OF GUARD RAIL
15537134,LIGHT POLE
15537182,LIGHT POLE
15537182,STREET SIGN
15537659,PHONE PEDASTOOL
15537659,ROCK WALL
15537659,SPEED LIMIT SIGN/ 35 MPH
15537659,SIGN/ ARROW (QTY-2)
15538667,ROCK WALL
15538672,APPX. 50FT OF DAMAGED GUARDRAIL
15538688,50-75 FT. OF RAIL DAMAGE
15538850,GAS METER
15538850,FENCE
15538850,HOUSE
15539331,10 FT OF 1 FOOT CEMENT WALL
15539331,25 FT. CANAL GUARD RAIL
15539360,WROUGHT IRON FENCE AND BRICK WALL
15539612,EPEC POWER POLE
15539612,EPEC TRANSFORMER POLE
15539657,12 FEET OF WROUGH IRON FENCE
15539659,RESIDENTIAL MAILBOX
15539659,RESIDENTIAL TREE
15539690,FRONT WINDSHIELD CRACK
15539691,150 FT CABLE BARRIER
15539692,TREE
15539692,CONCRETE WALL
15540185,"SEWER, MAN HOLE COVER-$500"
15540418,BROKEN METAL SIGN
15540643,"6, 4"" PALO VERDE TREES"
15540921,TRAIN FRONT END
15540921,RAIL ROAD CROSSING SIGNAL
15540922,STOP SIGN POLE
15541835,2 FT ROCK WALL
15541857,CEMENT ROCK WALL
15542384,NO PARKING SIGN
15542385,DO NOT ENTER SIGN
15542476,"CABLE BARRIERS , CABLES HIT"
15542477,NO PARKING SIGN
15543807,GUARD RAIL
15543886,METAL HAND/GUARD RAIL
15544405,CINDER BLOCK WALL
15544442,NATURAL GAS LINE FROM METER TO HOUSE
15545339,GUARD RAIL
15545416,METAL PEDESTRIAN PUSH BUTTON POLE
15545473,CONCRETE BOULDER AND POTHOLE
15545941,30 FEET OF GUARDRAIL
15545946,WOODEN SIGN
15546205,LIGHT POLE
15546414,FIRE HYDRANT
15546490,BROKEN CHAIN LINK FENCE
15547348,BARRICADE SIGNAL BOARD
15547348,CHAIN LINK FENCE
15547585,ROCK WALL
15547791,PARKED TRAILER
15547791,NO PARKING SIGN
15548005,HIGHWAY SIGN AND LIGHT POLE
15548006,ELECTRICAL POL
15548085,ROCKWALL
15548153,SIGNAL LIGHT
15548331,DAMAGED RAILGUARD
15548418,CABLE BARRIER
15548547,5-8 FT GUARD RAIL
15548874,CONCRETE WALL
15549335,NO PARKING SIGN
15549335,TREE
15549431,WALKING SIGNAL LIGHT
15549486,LANDSCAPING
15549486,SIGNAL LIGHT SIGN
15549515,MEDIAN
15549647,ROCK WALL
15550402,FENCE FROM INDIAN SPRINGS
15550988,APPROX. 20' OF  FENCE 3 WIRE BARB WIRE
15551003,PEDESTRIAN STANDARD CROSSWALK LGT  $5000
15551034,ROCKWALL & ROD IRON
15551425,RAIL DAMAGE
15551506,WINDOW DAMAGE
15551603,EVERGREEN TREE
15551869,ROCK WALL
15552041,TRAFFIC SIGN
15552041,METAL/CONCRETE  BARIER
15552095,EXIT 28 SIGN
15552140,TRAFFIC LIGHT POLE
15552199,DIRECTIONAL SIGNAL LIGHT
15552271,EAST WALL  (VALUE UNKNOWN)
15552272,40 FT STEEL GUARD RAIL
15552547,GUARDRAIL
15553086,DAMAGED  CONCRETE PILLAR
15553086,DAMAGED LANDSCAPING
15553086,DAMAGED SIGN HOLDER
15553553,CACTUS
15553893,ROCK WALL
15554251,BICYCLE
15554276,BRICK WALL
15555314,MAILBOX AND BRICK BROKEN
15555496,5 YUCCA TREES EST  $100
15555496,REPAIR BUILDING WALL EST $9000
15555496,"SLEEP MATRESS/ MACHINE/COMPUTER $21,000"
15555501,TREE
15555578,LIGHT POLE
15555981,GUARD RAIL
15556009,PEDESTRIAN YIELD SIGN
15556050,STREET LIGHT POLE
15556077,ROCK WALL & ROD IRON FENCE
15557327,ROCK WALL
15557467,TELEPHONE POLE SUPPORT CABLE
15557756,GUARDRAIL
15558295,ROCKWALL
15558530,THREE 4-FT POLES WITH 2 INCH REFLECTORS
15558687,K-9  ( DOG)
15558688,TRAFFIC  SIGN
15559124,SCRAPED CEMENT WALLS
15559161,40' SECTION OF METAL GUARD RAIL
15559309,CHAIN LINK FENCE DESTROYED
15559387,BLACK IRON FENCE
15559389,LIGHT POLE
15559425,MINIMUM DAMAGE LIGHT POLE
15559870,LANDSCAPING/ ROCK WALL
15559892,25 FEET OF GUARDRAIL
15560205,8' OF WROUGHT IRON FENCE
15560527,TRAFFIC AND WARNING SIGNS
15560542,EXIT MM37 SIGN
15560594,CHAIN-LINK FENCE
15560751,BACK WALL
15560780,(2) ROAD WAY SIGNS
15560792,EP ELECTRIC LIGHT POLE
15561768,GAS METER
15562017,GUARD RAIL / WITH POLE
15562196,FRONT PORCH PILLAR
15562199,LANDSCAPING
15562826,WATER FILLED  BARRIERS/ $2500
15562893,ROCK WALL
15564326,STANDARD PED CROSS SIGN $5000
15564327,WOOD POLE (POWER SOURCE) AND CEMENT POLE
15564362,ROCK WALL
15564442,DAMAGED ROCK WALL
15565018,DAMAGE TO ROCK WALL
15565021,ROCK WALL
15565084,WALL
15565114,30 FT OF CHAIN LINK FENCE
15565713,CANAL BANK
15565745,OVERSIZE VEHICLE SIGN
15565753,10 FT PINE TREE
15566357,CEMENT ROCK WALL
15566357,SPEED LIMIT SIGN
15566439,GATE RAIL REMOVED
15566598,PARKED TRAILER
15566700,ROCKWALL
15567303,BUILDING / STRUCTURE
15567802,25 FEET OF CHAIN LINK FENCE DAMAGED
15568330,TRAFFIC CONTROL BOX
15568362,ROCK WALL
15568370,LIGHT POLE
15568551,DUMPSTER BIN (DENTED)
15568553,GUARDRAIL
15568554,ROCK WALL
15568556,STREET LIGHT POLE
15568873,PINE TREE
15569490,MULBERRY TREE
15569618,DOWN GUIDE WIRE POST
15569721,FIRE HYDRANT
15570228,PORTA- POTTY
15570490,CEMENT BARRIER
15570715,15 FEET OF GUARDRAIL'
15570729,DAMAGED GUARDRAIL
15570827,GUARDRAIL
15570830,OLEANDER TREE
15570830,STUCCO WALL
15571221,50 FT LIGHT POLE
15571435,CHAIN LINK FENCE
15571435,CHAIN LINK FENCE
15571452,STATIONARY TRAILER
15571452,GATE
15571457,GAS METER
15571530,TIME WARNER CABLE BOX
15571540,GUARDRAIL DAMAGE
15571540,DAMAGED FENCE
15572691,FRONT ENTRANCE COLUMN
15572729,BACK FLOW PREVENTER
15572748,ROCK & CEMENT WALL/CHAINLINK FENCE
15573764,CONCRETE ROCK MAILBOX
15573813,12 FT LENGTH IRON FENCE
15573854,METAL GUARD RAIL
15574450,HANDICAP POLE/SIGN
15575500,FLAGSTONE EASMENT
15575500,ROCK LANDSCAPING
15575676,CHAIN LINK FENCE
15576376,DAMAGED ROCK WALL
15576532,CABLE BARRIER SYSTEM LINE POST
15576642,CHAIN LINK FENCE
15576769,CABLE BARRIER SYSTEM
15576872,CANOPY- POLES
15577511,SIGNAL LIGHT
15577547,MAILBOX AND ELECTRICAL BOX
15578041,CABLE BARRIER SYSTEM AND ANCHOR POST
15578089,DETOUR SIGN
15578089,RJL REAL ESTATE SIGN
15578524,WROUGHT IRON FENCE
15578526,ROCK WALL DAMAGED
15578610,2X DECORATIVE LANDSCAPING
15578617,CEMENT BARRIERS
15578628,ROCK WALL
15579836,STOP SIGN/ STREET SIGN
15580228,ROCKWALL
15580306,GARAGE DOOR
15580306,IRON DOOR
15580307,3 WOODEN POSTS / 12-15 YARDS METAL RAIL
15580307,BIKE LANE  METAL SIGN
15581461,CRACKED /BROKEN WOOD POLE
15581515,RAISED PLANTER 2FT IN LENGTH
15581515,BRICK WALL 2FT IN LENGTH
15581606,LIGHT POLE / RAIL DAMAGE
15581881,ROCK  WALL DIVIDER
15582015,DUMSPTER
15582015,CHAIN LINK FENCE
15582246,KNOCKED DOWN SIGN
15582576,GARAGE DOOR
15582907,125' GUARD RAIL
15583232,ROAD SIGN
15583352,CONCRETE POST
15583354,GUARDRAIL DAMAGE
15583363,LEFT TURN ONLY SIGN
15583573,STREET SIGN
15583573,YIELD SIGN
15583594,WIRE FENCE
15584056,25' OF ROCK WALL
15584126,WATER PIPE
15584128,GUARDRAIL
15584130,LIGHT POLE
15584630,BIKE RACK
15584802,DAMAGE CONSTRUCTION SIGN
15585796,SIGNAL LIGHT POLE
15586206,RESIDENCE
15586206,ROCK WALL
15586598,SMASHED GUARDRAIL
15586655,METAL FENCE POST
15586655,25FT GUARD RAIL/ONE WOOD POST
15586677,GUARD RAIL DAMAGE
15587594,2 -PINE BUSHES
15587594,CHAIN LINK FENCE
15587972,PRIVATE FENCE
15587972,LUMINAIRE
15587972,GUARDRAIL
15588153,METAL BARRIERS
15588266,LARGE SIGN
15588339,14' LONG ROCK WALL
15588487,MAILBOX DAMAGED
15589146,DAMAGED CHAIN LINK FENCE
15589402,STREET LIGHT
15589616,FIRE HYDRANT / TRAFFIC SIGNAL LIGHT POLE
15589654,GUARD RAIL/3 WOODEN POSTS
15590248,FENCE AND YARD
15590248,RV (BUMPER PULL)
15590251,CHAIN LINK FENCE
15590276,CHAIN LINK FENCE
15590377,DAMAGED ROAD BARRIER
15590768,ROCK LANDSCAPE
15590800,SPEED LIMIT SIGN
15591140,CONCRETE GUARDRAIL
15591147,PALM TREE
15591150,SPRINKLER HOUSING
15591340,SCRAPED BARRIER
15591823,AT AND T GREEN BOX WITH UNDER GROUND WIR
15591962,HANDICAP SIGN
15591962,STORE GLASS WINDOW
15592088,ROCKWALL
15592321,MAIL BOX
15592497,WOODEN POWER POLE
15592643,CONCRETE BARRIER
15592845,GUARDRAIL  DAMAGE
15592883,DAMAGE BACK GATE/ROCKWALL
15592883,WOODEN POLE BARRIES
15592886,LARGE ROCK
15592895,LIGHT POLE DAMAGE
15592960,LANDSCAPING
15592960,PARK SIGN
15592960,TRASH CAN
15592960,TREES
15592960,LIGHT  POLE
15592960,PARK LIGHTS
15593628,3 FEET HIGH SMALL YELLOW POLE
15594390,GUARDRAIL
15594605,RAISED CONCRETE PARKING STALL
15594802,GUARDRAIL DAMAGE
15595416,LIGHT POLE
15595437,STOP SIGN
15595437,TWO WOODEN BARRIERS
15595437,TRASH CAN DAMAGE
15595437,HOUSE DAMAGE
15595437,WALL DAMAGE
15595437,FENCE DAMAGE
15595438,PEDESTRIAN CROSSWALK SIGNAL LIGHT
15595463,WOODEN ELECTRICAL POLE DAMAGED
15595706,200 FT. TENSION CABLE
15596148,ROCK WALL
15598365,CENTER METAL TENSION WIRES/MEDIAN
15598426,ROCK WALL
15598633,ROCKWALL
15598633,STREET LIGHT POLE
15598633,CABLE/INTERNET BOX
15598634,METAL LIGHT POST
15598641,GUARDRAIL
15598820,ROCK WALL
15598854,LANDSCAPING BUSH
15598858,EXTERIOR BUILDING WALL DAMAGE
15599519,HOUSE (CORNER OF GARAGE)
15599525,ATT TELPHONE BOX #1951/XA2012
15599525,2 WOODEN BARIER POLES
15599531,BRICK PLANTER
15599595,TXDOT PLASTIC BARRICADE
15601080,CEMENT BARRIER
15601254,ITALIAN CYPRUSS TREE AND CONCRETE DAMAGE
15601258,BILLBOARD SIGN & BUILDING WALL DAMAGE
15601763,20' OF ROCK AND WROUGHT IRON WALL
15601766,BUILDING
15601795,OIL SPILL ON LANDSCAPE ROCKS
15602146,SCUFFS AND SCRATCHES TO SIGNAL LIGHT POL
15602147,DAMAGE GUARD RAIL 100 FEET
15602148,ROCK WALL GUARD RAIL
15602320,3 FT X 10FT ROCKWALL
15602844,STOP SIGN
15603179,GUARD RAIL DAMAGE
15603708,BUS STOP SIGN
15603708,BUS STOP BENCH
15604286,"12"" CRACKED CONCRETE WALL"
15604620,FRONT RIGHT FENDER
15605494,BRICK WALL
15605697,ONE FIRE HYDRANT
15605917,METAL GUARDRAIL SMASHED IN
15606115,ONE PALM TREE
15606314,CAUTION SIGN
15606323,"ONE SMALL TREE, TWO BUSHES"
15606719,TREE
15606847,2 METAL POLES
15606980,CHAIN LINK FENCE
15607232,ONE WAY /STOP SIGN POLE
15607582,50 FEET OF GUARDRAIL DAMAGE
15607619,BRICK WALL
15607619,60 FEET MEDAL RAIL GUARD
15607625,PALM TREE
15607625,FIRE HYDRANT
15607629,WIRE PROTECTIVE FENCE
15607925,ELECTRIC LIGHT POLE
15607949,DAMAGED AND DISLODGED TREE
15608459,NO PARKING SIGN
15608552,CABLE CARRYING POST
15610363,GURADRAIL DAMAGE 400 LANDFILL LEFT SIDE
15613240,FIRE HYDRANT
15613418,TRAFFIC CONTROL SIGN (NO PARKING)
15613727,DISPLAY SIGN
15614501,SINGLE AXLE TRAILER LEFT WHEEL DAMAGE
15614664,GREEN MAIL BOX
15614687,TELEPHONE POLE
15615655,25 FT BY 4FT SECTION OF CHAIN LINK FENCE
15615673,ROCKWALL/ APPEARED TO BE A VACANT HOME
15615898,2 FEET OF CINDERBLOCK /STUCCO WALL
15615925,CONCRETE PILAR WITH ELECTRICAL WIRES
15616120,CHAIN LINK FENCE AND MAIL BOX
15616320,MEDIUM SIZE OAK TREE AND TWO BUSHES
15616346,FRONT PROPERTY DAMAGE
15616608,KNOCKED DOWN LIGHT POLE
15616785,FRONT RIGHT AXLE DAMAGED AND TIRE
15616800,3 SAFETY BARRICADES WITH METAL ENCASEMNT
15616801,SIGNAL TRAFFIC LIGHT POLE
15616801,CROSSING SIGNAL LIGHT POLE
15616978,DAMAGED/DESTROYED ROCK WALL
15616978,DAMAGED STREET SIGN
15616984,INTERSECTION STREET SIGN
15617482,250 FEET OF GUARD RAIL DAMAGE
15617858,5 METAL POLES CENTER CABLE
15617858,50 FEET   GUARD RAIL
15618133,GUARD RAIL
15618636,WROUGHT IRON FENCE
15619336,20 FT GUARD RAIL
15619336,ROSEMARY SHRUB
15619498,CABLE BOX
15619870,ENCASED CEMENT MAILBOX AND PLANTER
15620826,TWO STREET SIGNS (BIKE LN/NO PARKING)
15620827,MUST TURN RIGHT SIGN
15621015,DAMAGED GAS METER
15622386,BOLLARD
15622548,LIGHT POLE
15622985,APPROX. 75 FT OF CHAIN LINK FENCE
15622985,TWO (2) - APPROX. 5 FT TALL POSTS
15622985,SIX (6) - APPROX. 7 FT TALL POSTS
15622985,APPROX. 75 FT OF TOP RAIL
15623504,10' X 2' ROCK WALL DAMAGE
15623574,TREES AND PALM TREE LANDSCAPING ROCKS $3
15623660,LANDSCAPING AND PERIMETERT WALL
15623881,POLE DAMAGE
15625750,BENT IRON FENCE
15626479,30 FT. CHAIN LINK FENCE WITH POLES
15626479,1X CROSSING SIGNAL METAL POLE
15626690,"TREE, FENCE, AND FRONT HOUSE"
15626729,KNOCK DOWN FRONT YARD FENCE
15627302,STEEL GUARD RAIL AND CEMENT  BARRICADE
15627571,BROKEN BRICKS THAT SURROUND A TREE
15627574,LIGHT / LIGHT POLE
15627574,SHOPPING CART CORRAL
15627845,"DESTROYED CEMENT MAILBOX, BENT IRON GATE"
15629450,"1 BENT CITY POST ""BIKE LANE SIGN"""
15629617,ROCK WALL
15633983,GAS METER RISER WAS BROKEN OFF GAS METER
15634064,METAL TRAFFIC LIGHT POLE/ DID NOT FALL
15634249,BUSH ( PLANT )
15634470,APPROXIMATELY 8FT OF ROCKWALL DAMAGE
15634470,APPROXIMATELY 8FT OF CHAIN LINK FENCE
15634470,EL PASO GAS METER DAMAGED
15634958,STREET SIGN
15634961,"VEHICLE PUSHED INTO GARAGE DOOR, DAMAGED"
15635072,ELECTRICAL POST
15635733,20 FEET OF CHAINLINK FENCE
15636162,COLLIDED WITH THE WATER PIPE
15636162,DAMAGE TO ELECTRICAL BOX AND CABLES
15636238,DAMAGED 3 FOOT CONCRETE WALL
15636895,POWER POLE (WOOD)
15637346,ELECTRICITY UTILITY POLE
15638058,EVERGREEN BUSH
15638116,"ROCK WALL DAMAGE $2,000"
15638125,FIRE HYDRANT
15638910,STREET LIGHT POLE
15638913,APPROXIMATELY 5 FEET OF GUARDRAIL DAMAGE
15639759,PINE TREE
15639841,STOP AND STREET NAME SIGNS
15639844,50 FEET OF CABLE SYSTEM AND  WOOD POLE
15639927,BROKEN POWER LINE
15639992,5FT ROCKWALL DAMAGE
15640023,ELECTRIC UTILITY POLE GUIDE WIRES
15640024,SIGNAL LIGHT
15640024,LIGHT POLE
15640200,CHAIN LINK FENCE AND TWO WOODEN PILARS
15640200,FOUR BUSHES
15640274,12 FEET OF ROD IRON & CEMENT FENCE/WALL
15640274,TURN L&R ONLY STREET SIGN
15641565,CHAINLINK FENCE AND POST
15641667,10 FT PINETREE/OIL STAIN IN PARKING LOT
15641891,ELECTIC UTILITY POLE
15641892,BRICK WALL
15642113,ROCK WALL
15642113,ROCK WALL
15642222,CABLE BARRIER ANCHOR POST  (2)
15643453,SIDE OF BUILDING
15643551,WATER BACKFLOW PREVENTER
15644588,METAL UPRIGHT SIGN (CIRCLE K)
15644589,40 FT OF ROADWAY CURB
15644597,"WATER BOX WORTH APPROXIMATELY $1,500.00"
15644602,GREEN ELECTRICAL BOX
15644604,AMBER STREET ARROW SIGN
15644682,RESIDENTIAL CHAIN LINK FENCE DAMAGED
15645533,METAL NO PARKING / DECAL SIGN
15645584,50 FT OF METAL POSTS AND CABLE WIRE
15645989,GATE/FRAME
15646581,TX DOT METAL GUARD RAIL (50 FT DAMAGED)
15646834,240 FEET OF CABLE BARRIER SYSTEM
15647171,BROKEN MAILBOX
15647416,NONE
15647658,STOP SIGN
15647658,PALM TREE
15647677,HAZARD SIGN
15647831,ONE SIGNAL POLE
15648174,ROCK WALL
15648176,DAMAGE TO CEMENT WALL GUARD
15648181,ROCK WALL
15648188,DAMAGED BARRIER AND BARRELS
15648352,"ELECTRICITY WOOD POST $10,000 DAMAGE"
15648368,PONY
15648423,ELECTRIC COMPANY WOODEN POLE
15650041,CENTER MEDIAN BARRACADE CABLE
15650041,"29 CENTER MEDIAN METAL POSTS,"
15650041,HIGHWAY SIGN
15650064,2 SEPARATE CABLE LINES
15650064,1 TRANSFORMER BOX
15650113,ELECTRICAL POLE
15650383,CAST IRON FENCE
15650620,GUARDRAIL/ PILLAR BETWEEN MM 33 AND 34
15650632,ROCK WALL
15650640,LARGE SHOPPING CENTER SIGN (PROMENADE)
15650640,STOP SIGN
15650640,ELECTRIC PEDESTRIAN SIGNAL / POLE
15651003,FIRE HYDRANT-DAMAGE-TAKEN OUT OF PLACE
15651071,ELECTRICAL WOODEN POLE
15651071,IRON FENSE
15651193,3 POLES FROM THE GUARD RAIL KNOCKED DOWN
15651308,BENT DOOR
15651328,BICYCLE SIGN WAS CRASHED INTO.
15651328,LIGHT POLE WAS REMOVED FROM THE GROUND.
15651643,CROSSING /SCHOOL ZONE SIGN; TRAFFIC POLE
15651643,CHAIN LINK FENCE AND ROCK WALL
15651684,ONE TRAFFIC CONTROL POLE
15651691,35 FEET OF CHAIN LINK FNECE AND POSTS
15651833,LIGHT POLE
15651906,BUSH
15651906,STOP SIGN
15651965,UTILITY LIGHT POLE W/ LIGHT FIXTURE
15652037,PIPE FENCING APPROX 30 FT DAMAGED
15652043,LIGHT POLE
15652059,"FENCE HIT, BROKEN DOWN"
15652263,STREET SIGN BENT COMPLETELY
15652920,FIRE HYDRANT
15652924,STREET LABEL SIGN
15652948,6FT CHAINLINK FENCE
15652948,FRONT AND SIDE ROCKWALL
15654073,12 FT STUCCO WALL
15654280,TREE
15654280,STREET LIGHT POLE
15654284,THREE (3) FT CABLE BARRIER POST X3
15654284,75 FT OF CABLE BARRIER
15654286,CHAIN LINK FENCE
15654579,15 FEET OF ROCKWALL
15654589,SLIDING MOTORIZED CHAIN LINKED FENSE
15654616,HOME
15654657,BRICK MAILBOX WORTH APPROXIMATELY $500
15654659,YELLOW/ BLACK DIRECTIONAL ARROW SIGN
15655279,APY'S COLOR SUPPLY INC BUSINESS STORE
15655279,BUS STOP SIGN AND POLE
15655281,METAL POLE
15655281,GREEN CABLE BOX
15655281,5 LARGE BUSHES
15657182,GUARD RAILS
15657184,DESTROYED BRICK MAILBOX
15657185,DAMAGE POLE FOR GUARD RAIL CABLE
15657190,FRONT DRIVEWAY GATE
15657190,BRICK MAILBOX
15657196,HOUSE WALL AND 20 FT CHAIN LINK FENCE
15657198,ROUND ABOUT TRAFFIC SIGN/ 10 FT OF FENCE
15657200,STOP SIGN AND FENCE
15657261,2 TRAFFIC SIGNS
15657452,BIKE LANE SIGN BROKEN DOWN
15657698,ROCKWALL AND BUSH
15658828,ONE WAY SIGN
15659052,TREE
15659116,WOODEN POWER POLE CABLES
15660168,"LANDSCAPE, BUSHES, FLOWER PLANTS, POLE"
15660457,WATER MAIN PIPE
15660511,FIRE HYDRANT
15660513,GUARD RAIL
15660533,"BACK ROOM, BOTTOM CORNER CONCRETE CHUNK"
15660536,BRICK WALL
15660536,FIRE HYDRANT
15661077,115FT OF GUARD RAIL DAMAGE/19 WOOD POST
15661996,SPEED LIMIT SIGN
15662008,ROCK WALL DAMAGED
15662217,CLASS 1 TYPE WOODEN 40 FT ELECTRIC POLE
15662958,ARROW HEAD BOARD
15663393,BROKEN BRASS WATER LINE
15663395,ROCK WALL
15663749,TRANSFORMER
15663803,SIDEWALK BENCH SMASHED
15663803,NO PARKING SIGN KNOCKED DOWN
15663976,FRED CARTER STREET SIGN
15663979,WALL DAMAGE
15663990,CURVE
15664056,SHRUBS LOCATED AT 1912 ANISE
15664363,EAST SIDE OF HOME OUTER WALL CAVED IN
15664413,FENCE
15664413,STOP SIGN AT TITANIC/DIANA
15666008,WOOD POLE HOLDS LINES
15666062,ONE SIGN/STAND TX DOT SIGN
15666363,DOWN GUY CABLE
15666510,FRONT OF HOUSE.
15666897,45 FT WOODEN POLE
15666897,7X 6 FT POLES
15666897,100 FT CHAIN LINK FENCE
15666897,100 FT OF CHAIN LINK FENCE TOP RAIL
15666979,2 FEET LENGTH OF DAMAGE TO ROCKWALL
15667154,CHAIN LINK FENCE
15667166,PARKING LOT CURB
15667233,FENCE  $800 IN DAMAGE
15667295,FENCE
15667758,10'X3' ROCK WALL
15667762,DAMAGED IRON FENCE - KNOCKED DOWN
15667762,DAMAGED STOP SIGN AND STREET SIGNS
15668938,NEIGHBORHOOD WATCH SIGN
15669262,"WALL,PILLAR,STORAGE DOOR/FRAME"
15669770,FENCE POLE
